date,actual,mean_baseline,rf_sensors_only,repeat_last_hour,rf_sensors_plus_last_hour
2017-09-08 03:00:00,2.22,2.3356,3.2711,1.91,2.3661
2017-09-08 04:00:00,1.77,2.3356,2.5064,2.22,2.2653
2017-09-08 05:00:00,1.61,2.3356,1.6906,1.77,1.7438
2017-09-08 06:00:00,1.74,2.3356,1.6277,1.61,1.6008
2017-09-08 07:00:00,1.99,2.3356,1.7129,1.74,1.7863
2017-09-08 08:00:00,1.79,2.3356,2.2274,1.99,2.0689
2017-09-08 09:00:00,2.53,2.3356,2.2546,1.79,1.879
2017-09-08 10:00:00,2.05,2.3356,1.9908,2.53,2.3618
2017-09-08 11:00:00,1.65,2.3356,1.7716,2.05,2.0826
2017-09-08 12:00:00,1.42,2.3356,2.2713,1.65,1.8884
2017-09-08 13:00:00,1.65,2.3356,2.0295,1.42,1.7445
2017-09-08 14:00:00,2.13,2.3356,1.6736,1.65,1.7299
2017-09-08 15:00:00,1.84,2.3356,1.598,2.13,2.062
2017-09-08 16:00:00,2.4,2.3356,1.7679,1.84,2.0129
2017-09-08 17:00:00,1.56,2.3356,1.7531,2.4,2.2432
2017-09-08 18:00:00,1.25,2.3356,1.8456,1.56,1.961
2017-09-08 19:00:00,1.33,2.3356,1.905,1.25,2.1097
2017-09-08 20:00:00,1.5,2.3356,1.7662,1.33,1.7422
2017-09-08 21:00:00,2.94,2.3356,1.8847,1.5,1.5658
2017-09-08 22:00:00,4.1,2.3356,1.7259,2.94,2.3689
2017-09-08 23:00:00,1.57,2.3356,1.7359,4.1,3.1334
2017-09-09 00:00:00,4.18,2.3356,1.7591,1.57,1.6083
2017-09-09 01:00:00,3.24,2.3356,2.4173,4.18,3.1952
2017-09-09 02:00:00,2.34,2.3356,2.3057,3.24,2.6069
2017-09-09 03:00:00,3.07,2.3356,2.3966,2.34,2.1362
2017-09-09 04:00:00,3.12,2.3356,2.4067,3.07,2.5753
2017-09-09 05:00:00,3.26,2.3356,2.3184,3.12,2.5645
2017-09-09 06:00:00,1.93,2.3356,2.2758,3.26,2.8208
2017-09-09 07:00:00,2.23,2.3356,2.0479,1.93,2.0441
2017-09-09 08:00:00,2.15,2.3356,2.1754,2.23,2.0375
2017-09-09 09:00:00,2.3,2.3356,2.3083,2.15,2.1932
2017-09-09 10:00:00,2.27,2.3356,2.0476,2.3,2.0367
2017-09-09 11:00:00,1.7,2.3356,2.1344,2.27,2.1368
2017-09-09 12:00:00,2.52,2.3356,1.9407,1.7,1.7684
2017-09-09 13:00:00,2.45,2.3356,1.9395,2.52,2.3137
2017-09-09 14:00:00,2.87,2.3356,1.8595,2.45,2.2623
2017-09-09 15:00:00,2.46,2.3356,2.0806,2.87,2.4054
2017-09-09 16:00:00,2.36,2.3356,2.606,2.46,2.4326
2017-09-09 17:00:00,2.74,2.3356,2.256,2.36,2.2272
2017-09-09 18:00:00,1.83,2.3356,2.4607,2.74,2.3918
2017-09-09 19:00:00,1.65,2.3356,2.3585,1.83,2.0082
2017-09-09 20:00:00,1.71,2.3356,2.3242,1.65,2.1791
2017-09-09 21:00:00,1.8,2.3356,2.5544,1.71,1.9018
2017-09-09 22:00:00,1.96,2.3356,2.3969,1.8,1.9813
2017-09-09 23:00:00,1.71,2.3356,2.4629,1.96,2.1684
